,Continent,Country,admin1,name
1720,,,,
1721,North America,United States,Arkansas,Mena
1722,,,,
1723,North America,United States,Arkansas,Mena
1724,,,,
1725,North America,United States,Arkansas,Mena
1726,,,,
1727,North America,United States,Arkansas,Mena
1728,,,,
1729,North America,United States,Arkansas,Mena
1730,,,,
1731,North America,United States,Arkansas,Mena
1732,,,,
1733,North America,United States,Arkansas,Mena
1734,,,,
1735,North America,United States,Arkansas,Mena
1736,,,,
1737,North America,United States,Arkansas,Mena
1738,,,,
1739,North America,United States,Arkansas,Mena
1740,,,,
1741,North America,United States,Arkansas,Mena
1742,,,,
1743,North America,United States,Arkansas,Mena
1744,,,,
1745,North America,United States,Arkansas,Mena
1746,,,,
1747,North America,United States,Arkansas,Mena
1748,,,,
1749,North America,United States,Arkansas,Mena
1750,,,,
1751,North America,United States,Arkansas,Mena
1752,,,,
1753,North America,United States,Arkansas,Mena
1754,,,,
1755,North America,United States,Arkansas,Mena
1756,,,,
1757,North America,United States,Arkansas,Mena
1758,,,,
1759,North America,United States,Arkansas,Mena
1760,,,,
1761,North America,United States,Arkansas,Mena
1762,,,,
1763,North America,United States,Arkansas,Mena
1764,,,,
1765,North America,United States,Arkansas,Mena
1766,,,,
1767,North America,United States,Arkansas,Mena
1768,,,,
1769,North America,United States,Arkansas,Mena
1770,,,,
1771,North America,United States,Arkansas,Mena
1772,,,,
1773,North America,United States,Arkansas,Mena
1774,,,,
1775,North America,United States,Arkansas,Mena
1776,,,,
1777,North America,United States,Arkansas,Mena
1778,,,,
1779,North America,United States,Arkansas,Mena
1780,,,,
1781,North America,United States,Arkansas,Mena
1782,,,,
1783,North America,United States,Arkansas,Mena
1784,,,,
1785,North America,United States,Arkansas,Mena
1786,,,,
1787,North America,United States,Arkansas,Mena
1788,,,,
1789,North America,United States,Arkansas,Mena
1790,,,,
1791,North America,United States,Arkansas,Mena
1792,,,,
1793,North America,United States,Arkansas,Mena
1794,,,,
1795,North America,United States,Arkansas,Mena
1796,,,,
1797,North America,United States,Arkansas,Mena
1798,,,,
1799,North America,United States,Arkansas,Mena
1800,,,,
1801,North America,United States,Arkansas,Mena
1802,,,,
1803,North America,United States,Arkansas,Mena
1804,,,,
1805,North America,United States,Arkansas,Mena
1806,,,,
1807,North America,United States,Arkansas,Mena
1808,,,,
1809,North America,United States,Arkansas,Mena
1810,,,,
1811,North America,United States,Arkansas,Mena
1812,,,,
1813,North America,United States,Arkansas,Mena
1814,,,,
1815,North America,United States,Arkansas,Mena
1816,,,,
1817,North America,United States,Arkansas,Mena
1818,,,,
1819,North America,United States,Arkansas,Mena
1820,,,,
1821,North America,United States,Arkansas,Mena
1822,,,,
1823,North America,United States,Arkansas,Mena
1824,,,,
1825,North America,United States,Arkansas,Mena
1826,,,,
1827,North America,United States,Arkansas,Mena
1828,,,,
1829,North America,United States,Arkansas,Mena
1830,,,,
1831,North America,United States,Arkansas,Mena
1832,,,,
1833,North America,United States,Arkansas,Mena
1834,,,,
1835,North America,United States,Arkansas,Mena
1836,,,,
1837,North America,United States,Arkansas,Mena
1838,,,,
1839,North America,United States,Arkansas,Mena
1840,,,,
1841,North America,United States,Arkansas,Mena
1842,,,,
1843,North America,United States,Arkansas,Mena
1844,,,,
1845,North America,United States,Arkansas,Mena
1846,,,,
1847,North America,United States,Arkansas,Mena
1848,,,,
1849,North America,United States,Arkansas,Mena
1850,,,,
1851,North America,United States,Arkansas,Mena
1852,,,,
1853,North America,United States,Arkansas,Mena
1854,,,,
1855,North America,United States,Arkansas,Mena
1856,,,,
1857,North America,United States,Arkansas,Mena
1858,,,,
1859,North America,United States,Arkansas,Mena
1860,,,,
1861,North America,United States,Arkansas,Mena
1862,,,,
1863,North America,United States,Arkansas,Mena
1864,,,,
1865,North America,United States,Arkansas,Mena
1866,,,,
1867,North America,United States,Arkansas,Mena
1868,,,,
1869,North America,United States,Arkansas,Mena
1870,,,,
1871,North America,United States,Arkansas,Mena
1872,,,,
1873,North America,United States,Arkansas,Mena
1874,,,,
1875,North America,United States,Arkansas,Mena
1876,,,,
1877,North America,United States,Arkansas,Mena
1878,,,,
1879,North America,United States,Arkansas,Mena
1880,,,,
1881,North America,United States,Arkansas,Mena
1882,,,,
1883,North America,United States,Arkansas,Mena
1884,,,,
1885,North America,United States,Arkansas,Mena
1886,,,,
1887,North America,United States,Arkansas,Mena
1888,,,,
1889,North America,United States,Arkansas,Mena
1890,,,,
1891,North America,United States,Arkansas,Mena
1892,,,,
1893,North America,United States,Arkansas,Mena
1894,,,,
1895,North America,United States,Arkansas,Mena
1896,,,,
1897,North America,United States,Arkansas,Mena
1898,,,,
1899,North America,United States,Arkansas,Mena
1900,,,,
1901,North America,United States,Arkansas,Mena
1902,,,,
1903,North America,United States,Arkansas,Mena
1904,,,,
1905,North America,United States,Arkansas,Mena
1906,,,,
1907,North America,United States,Arkansas,Mena
1908,,,,
1909,North America,United States,Arkansas,Mena
1910,,,,
1911,North America,United States,Arkansas,Mena
1912,,,,
1913,North America,United States,Arkansas,Mena
1914,,,,
1915,North America,United States,Arkansas,Mena
1916,,,,
1917,North America,United States,Arkansas,Mena
1918,,,,
1919,North America,United States,Arkansas,Mena
1920,,,,
1921,North America,United States,Arkansas,Mena
1922,,,,
1923,North America,United States,Arkansas,Mena
1924,,,,
1925,North America,United States,Arkansas,Mena
1926,,,,
1927,North America,United States,Arkansas,Mena
1928,,,,
1929,North America,United States,Arkansas,Mena
1930,,,,
1931,North America,United States,Arkansas,Mena
1932,,,,
1933,North America,United States,Arkansas,Mena
1934,,,,
1935,North America,United States,Arkansas,Mena
1936,,,,
1937,North America,United States,Arkansas,Mena
1938,,,,
1939,North America,United States,Arkansas,Mena
1940,,,,
1941,North America,United States,Arkansas,Mena
1942,,,,
1943,North America,United States,Arkansas,Mena
1944,,,,
1945,North America,United States,Arkansas,Mena
1946,,,,
1947,North America,United States,Arkansas,Mena
1948,,,,
1949,North America,United States,Arkansas,Mena
1950,,,,
1951,North America,United States,Arkansas,Mena
1952,,,,
1953,North America,United States,Arkansas,Mena
1954,,,,
1955,North America,United States,Arkansas,Mena
1956,,,,
1957,North America,United States,Arkansas,Mena
1958,,,,
1959,North America,United States,Arkansas,Mena
1960,,,,
1961,North America,United States,Arkansas,Mena
1962,,,,
1963,North America,United States,Arkansas,Mena
1964,,,,
1965,North America,United States,Arkansas,Mena
1966,,,,
1967,North America,United States,Arkansas,Mena
1968,,,,
1969,North America,United States,Arkansas,Mena
1970,,,,
1971,North America,United States,Arkansas,Mena
1972,,,,
1973,North America,United States,Arkansas,Mena
1974,,,,
1975,North America,United States,Arkansas,Mena
1976,,,,
1977,North America,United States,Arkansas,Mena
1978,,,,
1979,North America,United States,Arkansas,Mena
1980,,,,
1981,North America,United States,Arkansas,Mena
1982,,,,
1983,North America,United States,Arkansas,Mena
1984,,,,
1985,North America,United States,Arkansas,Mena
1986,,,,
1987,North America,United States,Arkansas,Mena
1988,,,,
1989,North America,United States,Arkansas,Mena
1990,,,,
1991,North America,United States,Arkansas,Mena
1992,,,,
1993,North America,United States,Arkansas,Mena
1994,,,,
1995,North America,United States,Arkansas,Mena
1996,,,,
1997,North America,United States,Arkansas,Mena
1998,,,,
1999,North America,United States,Arkansas,Mena
2000,,,,
2001,North America,United States,Arkansas,Mena
2002,,,,
2003,North America,United States,Arkansas,Mena
2004,,,,
2005,North America,United States,Arkansas,Mena
2006,,,,
2007,North America,United States,Arkansas,Mena
2008,,,,
2009,North America,United States,Arkansas,Mena
2010,,,,
2011,North America,United States,Arkansas,Mena
2012,,,,
2013,North America,United States,Arkansas,Mena
2014,,,,
2015,North America,United States,Arkansas,Mena
2016,,,,
2017,North America,United States,Arkansas,Mena
2018,,,,
2019,North America,United States,Arkansas,Mena
2020,,,,
2021,North America,United States,Arkansas,Mena
2022,,,,
2023,North America,United States,Arkansas,Mena
2024,,,,
2025,North America,United States,Arkansas,Mena
2026,,,,
2027,North America,United States,Arkansas,Mena
2028,,,,
2029,North America,United States,Arkansas,Mena
2030,,,,
2031,North America,United States,Arkansas,Mena
2032,,,,
2033,North America,United States,Arkansas,Mena
2034,,,,
2035,North America,United States,Arkansas,Mena
2036,,,,
2037,North America,United States,Arkansas,Mena
2038,,,,
2039,North America,United States,Arkansas,Mena
2040,,,,
2041,North America,United States,Arkansas,Mena
2042,,,,
2043,North America,United States,Arkansas,Mena
2044,,,,
2045,North America,United States,Arkansas,Mena
2046,,,,
2047,North America,United States,Arkansas,Mena
2048,,,,
2049,North America,United States,Arkansas,Mena
2050,,,,
2051,North America,United States,Arkansas,Mena
2052,,,,
2053,North America,United States,Arkansas,Mena
2054,,,,
2055,North America,United States,Arkansas,Mena
2056,,,,
2057,North America,United States,Arkansas,Mena
2058,,,,
2059,North America,United States,Arkansas,Mena
2060,,,,
2061,North America,United States,Arkansas,Mena
2062,,,,
2063,North America,United States,Arkansas,Mena
2064,,,,
2065,North America,United States,Arkansas,Mena
2066,,,,
2067,North America,United States,Arkansas,Mena
2068,,,,
2069,North America,United States,Arkansas,Mena
2070,,,,
2071,North America,United States,Arkansas,Mena
2072,,,,
2073,North America,United States,Arkansas,Mena
2074,,,,
2075,North America,United States,Arkansas,Mena
2076,,,,
2077,North America,United States,Arkansas,Mena
2078,,,,
2079,North America,United States,Arkansas,Mena
2080,,,,
2081,North America,United States,Arkansas,Mena
2082,,,,
2083,North America,United States,Arkansas,Mena
2084,,,,
2085,North America,United States,Arkansas,Mena
2086,,,,
2087,North America,United States,California,Los Alamos
2088,,,,
2089,North America,United States,California,Los Alamos
2090,,,,
2091,North America,United States,California,Rosamond
2092,,,,
2093,North America,United States,California,Rosamond
2094,,,,
2095,North America,United States,California,Rosamond
2096,,,,
2097,North America,United States,California,Rosamond
2098,,,,
2099,North America,United States,California,Rosamond
2100,,,,
2101,North America,United States,California,Rosamond
2102,,,,
2103,North America,United States,California,Rosamond
2104,,,,
2105,North America,United States,California,Rosamond
2106,,,,
2107,North America,United States,California,Rosamond
2108,,,,
2109,North America,United States,California,Rosamond
2110,,,,
2111,North America,United States,California,Rosamond
2112,,,,
2113,North America,United States,California,Rosamond
2114,,,,
2115,North America,United States,California,Rosamond
2116,,,,
2117,North America,United States,California,Rosamond
2118,,,,
2119,North America,United States,California,Rosamond
2120,,,,
2121,North America,United States,California,Rosamond
2122,,,,
2123,North America,United States,California,Rosamond
2124,,,,
2125,North America,United States,California,Rosamond
2126,,,,
2127,North America,United States,California,Rosamond
2128,,,,
2129,North America,United States,California,Rosamond
2130,,,,
2131,North America,United States,California,Rosamond
2132,,,,
2133,North America,United States,California,Rosamond
2134,,,,
2135,North America,United States,California,Rosamond
2136,,,,
2137,North America,United States,California,Rosamond
2138,,,,
2139,North America,United States,New Mexico,Bosque Farms
2140,,,,
2141,North America,United States,California,Santa Maria
2142,,,,
2143,North America,United States,South Carolina,Cowpens
2144,,,,
2145,North America,United States,Oklahoma,Chickasha
2146,,,,
2147,North America,United States,Oklahoma,Chickasha
2148,,,,
2149,North America,United States,Arkansas,Perryville
2150,,,,
2151,North America,United States,Arkansas,Perryville
2152,,,,
2153,North America,United States,Arkansas,Perryville
2154,,,,
2155,North America,United States,Arkansas,Perryville
2156,,,,
2157,North America,United States,Arkansas,Perryville
2158,,,,
2159,North America,United States,Arkansas,Perryville
2160,,,,
2161,North America,United States,Arkansas,Perryville
2162,,,,
2163,North America,United States,Arkansas,Perryville
2164,,,,
2165,North America,United States,Arkansas,Perryville
2166,,,,
2167,North America,United States,Arkansas,Perryville
2168,,,,
2169,North America,United States,Arkansas,Perryville
2170,,,,
2171,North America,United States,Arkansas,Perryville
2172,,,,
2173,North America,United States,Arkansas,Perryville
2174,,,,
2175,North America,United States,Arkansas,Perryville
2176,,,,
2177,North America,United States,Arkansas,Perryville
2178,,,,
2179,North America,United States,Arkansas,Perryville
2180,,,,
2181,North America,United States,Arkansas,Perryville
2182,,,,
2183,North America,United States,Arkansas,Perryville
2184,,,,
2185,North America,United States,Arkansas,Perryville
2186,,,,
2187,North America,United States,Arkansas,Perryville
2188,,,,
2189,North America,United States,Arkansas,Perryville
2190,,,,
2191,North America,United States,Arkansas,Perryville
2192,,,,
2193,North America,United States,Arkansas,Perryville
2194,,,,
2195,North America,United States,Arkansas,Perryville
2196,,,,
2197,North America,United States,Arkansas,Perryville
2198,,,,
2199,North America,United States,Arkansas,Perryville
2200,,,,
2201,North America,United States,Arkansas,Perryville
2202,,,,
2203,North America,United States,Arkansas,Perryville
2204,,,,
2205,North America,United States,Arkansas,Perryville
2206,,,,
2207,North America,United States,Arkansas,Perryville
2208,,,,
2209,North America,United States,Arkansas,Perryville
2210,,,,
2211,North America,United States,Arkansas,Perryville
2212,,,,
2213,North America,United States,Arkansas,Perryville
2214,,,,
2215,North America,United States,Oklahoma,Chickasha
2216,,,,
2217,North America,United States,Oklahoma,Chickasha
2218,,,,
2219,North America,United States,Oklahoma,Chickasha
2220,,,,
2221,North America,United States,Arkansas,Perryville
2222,,,,
2223,North America,United States,New Mexico,Santa Rosa
2224,,,,
2225,North America,United States,Arkansas,Perryville
2226,,,,
2227,North America,United States,Arkansas,Perryville
2228,,,,
2229,North America,United States,Arkansas,Perryville
2230,,,,
2231,North America,United States,Arkansas,Perryville
2232,,,,
2233,North America,United States,Arkansas,Perryville
2234,,,,
2235,North America,United States,Arkansas,Perryville
2236,,,,
2237,North America,United States,Arkansas,Perryville
2238,,,,
2239,North America,United States,Arkansas,Perryville
2240,,,,
2241,North America,United States,Arkansas,Perryville
2242,,,,
2243,North America,United States,Arkansas,Perryville
2244,,,,
2245,North America,United States,Arkansas,Perryville
2246,,,,
2247,North America,United States,Arkansas,Perryville
2248,,,,
2249,North America,United States,Arkansas,Perryville
2250,,,,
2251,North America,United States,Arkansas,Perryville
2252,,,,
2253,North America,United States,Arkansas,Perryville
2254,,,,
2255,North America,United States,Arkansas,Perryville
2256,,,,
2257,North America,United States,Arkansas,Perryville
2258,,,,
2259,North America,United States,Oklahoma,Chickasha
2260,,,,
2261,North America,United States,Arkansas,Perryville
2262,,,,
2263,North America,United States,Oklahoma,Chickasha
2264,,,,
2265,North America,United States,Oklahoma,Chickasha
2266,,,,
2267,North America,United States,Oklahoma,Chickasha
2268,,,,
2269,North America,United States,Oklahoma,Chickasha
2270,,,,
2271,North America,United States,Oklahoma,Chickasha
2272,,,,
2273,North America,United States,Oklahoma,Chickasha
2274,,,,
2275,North America,United States,Oklahoma,Chickasha
2276,,,,
2277,North America,United States,Arkansas,Perryville
2278,,,,
2279,North America,United States,Arkansas,Perryville
2280,,,,
2281,North America,United States,Arkansas,Perryville
2282,,,,
2283,North America,United States,Arkansas,Perryville
2284,,,,
2285,North America,United States,Arkansas,Perryville
2286,,,,
2287,North America,United States,Arkansas,Perryville
2288,,,,
2289,North America,United States,Arkansas,Perryville
2290,,,,
2291,North America,United States,Arkansas,Perryville
2292,,,,
2293,North America,United States,Arkansas,Perryville
2294,,,,
2295,North America,United States,Arkansas,Perryville
2296,,,,
2297,North America,United States,Arkansas,Perryville
2298,,,,
2299,North America,United States,Arkansas,Perryville
2300,,,,
2301,North America,United States,Arkansas,Perryville
2302,,,,
2303,North America,United States,Arkansas,Perryville
2304,,,,
2305,North America,United States,Arkansas,Perryville
2306,,,,
2307,North America,United States,Arkansas,Perryville
2308,,,,
2309,North America,United States,Arkansas,Perryville
2310,,,,
2311,North America,United States,Arkansas,Perryville
2312,,,,
2313,North America,United States,Arkansas,Perryville
2314,,,,
2315,North America,United States,Arkansas,Perryville
2316,,,,
2317,North America,United States,Arkansas,Perryville
2318,,,,
2319,North America,United States,Arkansas,Perryville
2320,,,,
2321,North America,United States,Arkansas,Perryville
2322,,,,
2323,North America,United States,Arkansas,Perryville
2324,,,,
2325,North America,United States,Arkansas,Perryville
2326,,,,
2327,North America,United States,Arkansas,Perryville
2328,,,,
2329,North America,United States,Arkansas,Perryville
2330,,,,
2331,North America,United States,Arkansas,Perryville
2332,,,,
2333,North America,United States,Arkansas,Perryville
2334,,,,
2335,North America,United States,Arkansas,Perryville
2336,,,,
2337,North America,United States,Arkansas,Perryville
2338,,,,
2339,North America,United States,Arkansas,Perryville
2340,,,,
2341,North America,United States,Arkansas,Perryville
2342,,,,
2343,North America,United States,Arkansas,Perryville
2344,,,,
2345,North America,United States,Arkansas,Perryville
2346,,,,
2347,North America,United States,Oklahoma,Chickasha
2348,,,,
2349,North America,United States,Arkansas,Perryville
2350,,,,
2351,North America,United States,Arkansas,Perryville
2352,,,,
2353,North America,United States,Arkansas,Perryville
2354,,,,
2355,North America,United States,Arkansas,Perryville
2356,,,,
2357,North America,United States,Arkansas,Perryville
2358,,,,
2359,North America,United States,Arkansas,Perryville
2360,,,,
2361,North America,United States,Arkansas,Perryville
2362,,,,
2363,North America,United States,Arkansas,Perryville
2364,,,,
2365,North America,United States,Arkansas,Perryville
2366,,,,
2367,North America,United States,Arkansas,Perryville
2368,,,,
2369,North America,United States,Arkansas,Perryville
2370,,,,
2371,North America,United States,Arkansas,Perryville
2372,,,,
2373,North America,United States,Arkansas,Perryville
2374,,,,
2375,North America,United States,Arkansas,Perryville
2376,,,,
2377,North America,United States,Arkansas,Perryville
2378,,,,
2379,North America,United States,Arkansas,Perryville
2380,,,,
2381,North America,United States,Arkansas,Perryville
2382,,,,
2383,North America,United States,Arkansas,Perryville
2384,,,,
2385,North America,United States,Arkansas,Perryville
2386,,,,
2387,North America,United States,Arkansas,Perryville
2388,,,,
2389,North America,United States,Arkansas,Perryville
2390,,,,
2391,North America,United States,Arkansas,Perryville
2392,,,,
2393,North America,United States,Arkansas,Perryville
2394,,,,
2395,North America,United States,Arkansas,Perryville
2396,,,,
2397,North America,United States,Arkansas,Perryville
2398,,,,
2399,North America,United States,Arkansas,Perryville
2400,,,,
2401,North America,United States,Arkansas,Perryville
2402,,,,
2403,North America,United States,Arkansas,Perryville
2404,,,,
2405,North America,United States,Arkansas,Perryville
2406,,,,
2407,North America,United States,Arkansas,Perryville
2408,,,,
2409,North America,United States,Arkansas,Perryville
2410,,,,
2411,North America,United States,Arkansas,Perryville
2412,,,,
2413,North America,United States,Arkansas,Perryville
2414,,,,
2415,North America,United States,Arkansas,Perryville
2416,,,,
2417,North America,United States,Arkansas,Perryville
2418,,,,
2419,North America,United States,Arkansas,Perryville
2420,,,,
2421,North America,United States,Arkansas,Perryville
2422,,,,
2423,North America,United States,Arkansas,Perryville
2424,,,,
2425,North America,United States,Arkansas,Perryville
2426,,,,
2427,North America,United States,Arkansas,Perryville
2428,,,,
2429,North America,United States,Arkansas,Perryville
2430,,,,
2431,North America,United States,Arkansas,Perryville
2432,,,,
2433,North America,United States,Arkansas,Perryville
2434,,,,
2435,North America,United States,Arkansas,Perryville
2436,,,,
2437,North America,United States,Arkansas,Perryville
2438,,,,
2439,North America,United States,Arkansas,Perryville
2440,,,,
2441,North America,United States,Arkansas,Perryville
2442,,,,
2443,North America,United States,Arkansas,Perryville
2444,,,,
2445,North America,United States,Arkansas,Perryville
2446,,,,
2447,North America,United States,Arkansas,Perryville
2448,,,,
2449,North America,United States,Arkansas,Perryville
2450,,,,
2451,North America,United States,Arkansas,Perryville
2452,,,,
2453,North America,United States,Arkansas,Perryville
2454,,,,
2455,North America,United States,Arkansas,Perryville
2456,,,,
2457,North America,United States,Arkansas,Perryville
2458,,,,
2459,North America,United States,Arkansas,Perryville
2460,,,,
2461,North America,United States,Arkansas,Perryville
2462,,,,
2463,North America,United States,Arkansas,Perryville
2464,,,,
2465,North America,United States,Arkansas,Perryville
2466,,,,
2467,North America,United States,Arkansas,Perryville
2468,,,,
2469,North America,United States,Arkansas,Perryville
2470,,,,
2471,North America,United States,Arkansas,Perryville
2472,,,,
2473,North America,United States,Arkansas,Perryville
2474,,,,
2475,North America,United States,Arkansas,Perryville
2476,,,,
2477,North America,United States,Arkansas,Perryville
2478,,,,
2479,North America,United States,Arkansas,Perryville
2480,,,,
2481,North America,United States,Arkansas,Perryville
2482,,,,
2483,North America,United States,Arkansas,Perryville
2484,,,,
2485,North America,United States,Arkansas,Perryville
2486,,,,
2487,North America,United States,Arkansas,Perryville
2488,,,,
2489,North America,United States,Arkansas,Perryville
2490,,,,
2491,North America,United States,Arkansas,Perryville
2492,,,,
2493,North America,United States,Arkansas,Perryville
2494,,,,
2495,North America,United States,Arkansas,Perryville
2496,,,,
2497,North America,United States,Arkansas,Perryville
2498,,,,
2499,North America,United States,Arkansas,Perryville
2500,,,,
2501,North America,United States,Arkansas,Perryville
2502,,,,
2503,North America,United States,Arkansas,Perryville
2504,,,,
2505,North America,United States,Arkansas,Perryville
2506,,,,
2507,North America,United States,Arkansas,Perryville
2508,,,,
2509,North America,United States,Arkansas,Perryville
2510,,,,
2511,North America,United States,Arkansas,Perryville
2512,,,,
2513,North America,United States,Arkansas,Perryville
2514,,,,
2515,North America,United States,Arkansas,Perryville
2516,,,,
2517,North America,United States,Arkansas,Perryville
2518,,,,
2519,North America,United States,Arkansas,Perryville
2520,,,,
2521,North America,United States,Arkansas,Perryville
2522,,,,
2523,North America,United States,Arkansas,Perryville
2524,,,,
2525,North America,United States,Arkansas,Perryville
2526,,,,
2527,North America,United States,Arkansas,Perryville
2528,,,,
2529,North America,United States,Arkansas,Perryville
2530,,,,
2531,North America,United States,Arkansas,Perryville
2532,,,,
2533,North America,United States,Arkansas,Perryville
2534,,,,
2535,North America,United States,Arkansas,Perryville
2536,,,,
2537,North America,United States,Arkansas,Perryville
2538,,,,
2539,North America,United States,Arkansas,Perryville
2540,,,,
2541,North America,United States,Arkansas,Perryville
2542,,,,
2543,North America,United States,Arkansas,Perryville
2544,,,,
2545,North America,United States,Arkansas,Perryville
2546,,,,
2547,North America,United States,Arkansas,Perryville
2548,,,,
2549,North America,United States,Arkansas,Perryville
2550,,,,
2551,North America,United States,Arkansas,Perryville
2552,,,,
2553,North America,United States,Arkansas,Perryville
2554,,,,
2555,North America,United States,Arkansas,Perryville
2556,,,,
2557,North America,United States,Arkansas,Perryville
2558,,,,
2559,North America,United States,Arkansas,Perryville
2560,,,,
2561,North America,United States,Arkansas,Perryville
2562,,,,
2563,North America,United States,Arkansas,Perryville
2564,,,,
2565,North America,United States,Arkansas,Perryville
2566,,,,
2567,North America,United States,Arkansas,Perryville
2568,,,,
2569,North America,United States,Arkansas,Perryville
2570,,,,
2571,North America,United States,Arkansas,Perryville
2572,,,,
2573,North America,United States,Arkansas,Perryville
2574,,,,
2575,North America,United States,Arkansas,Perryville
2576,,,,
2577,North America,United States,Arkansas,Perryville
2578,,,,
2579,North America,United States,Arkansas,Perryville
2580,,,,
2581,North America,United States,Arkansas,Perryville
2582,,,,
2583,North America,United States,Arkansas,Perryville
2584,,,,
2585,North America,United States,Arkansas,Perryville
2586,,,,
2587,North America,United States,Arkansas,Perryville
2588,,,,
2589,North America,United States,Arkansas,Perryville
2590,,,,
2591,North America,United States,Arkansas,Perryville
2592,,,,
2593,North America,United States,Oklahoma,Chickasha
2594,,,,
2595,North America,United States,Oklahoma,Chickasha
2596,,,,
2597,North America,United States,Oklahoma,Chickasha
2598,,,,
2599,North America,United States,Oklahoma,Chickasha
2600,,,,
2601,North America,United States,Oklahoma,Chickasha
2602,,,,
2603,North America,United States,Oklahoma,Chickasha
2604,,,,
2605,North America,United States,Oklahoma,Chickasha
2606,,,,
2607,North America,United States,Oklahoma,Chickasha
2608,,,,
2609,North America,United States,Oklahoma,Chickasha
2610,,,,
2611,North America,United States,Arkansas,Perryville
2612,,,,
2613,North America,United States,Oklahoma,Chickasha
2614,,,,
2615,North America,United States,Oklahoma,Chickasha
2616,,,,
2617,North America,United States,Oklahoma,Chickasha
2618,,,,
2619,North America,United States,Oklahoma,Chickasha
2620,,,,
2621,North America,United States,Arkansas,Perryville
2622,,,,
2623,North America,United States,Oklahoma,Chickasha
2624,,,,
2625,North America,United States,Oklahoma,Chickasha
2626,,,,
2627,North America,United States,Oklahoma,Chickasha
2628,,,,
2629,North America,United States,Oklahoma,Chickasha
2630,,,,
2631,North America,United States,Arkansas,Perryville
2632,,,,
2633,North America,United States,Arkansas,Perryville
2634,,,,
2635,North America,United States,Arkansas,Perryville
2636,,,,
2637,North America,United States,Arkansas,Perryville
2638,,,,
2639,North America,United States,Arkansas,Perryville
2640,,,,
2641,North America,United States,Arkansas,Perryville
2642,,,,
2643,North America,United States,Arkansas,Perryville
2644,,,,
2645,North America,United States,Arkansas,Perryville
2646,,,,
2647,North America,United States,Arkansas,Perryville
2648,,,,
2649,North America,United States,Arkansas,Perryville
2650,,,,
2651,North America,United States,Arkansas,Perryville
2652,,,,
2653,North America,United States,Arkansas,Perryville
2654,,,,
2655,North America,United States,Arkansas,Perryville
2656,,,,
2657,North America,United States,Arkansas,Perryville
2658,,,,
2659,North America,United States,Arkansas,Perryville
2660,,,,
2661,North America,United States,Arkansas,Perryville
2662,,,,
2663,North America,United States,Arkansas,Perryville
2664,,,,
2665,North America,United States,Arkansas,Perryville
2666,,,,
2667,North America,United States,Arkansas,Perryville
2668,,,,
2669,North America,United States,Arkansas,Perryville
2670,,,,
2671,North America,United States,Oklahoma,Chickasha
2672,,,,
2673,North America,United States,Oklahoma,Chickasha
2674,,,,
2675,North America,United States,Oklahoma,Chickasha
2676,,,,
2677,North America,United States,Oklahoma,Chickasha
2678,,,,
2679,North America,United States,Arkansas,Perryville
2680,,,,
2681,North America,United States,Arkansas,Perryville
2682,,,,
2683,North America,United States,Arkansas,Perryville
2684,,,,
2685,North America,United States,Arkansas,Perryville
2686,,,,
2687,North America,United States,Arkansas,Perryville
2688,,,,
2689,North America,United States,Arkansas,Perryville
2690,,,,
2691,North America,United States,Arkansas,Perryville
2692,,,,
2693,North America,United States,Arkansas,Perryville
2694,,,,
2695,North America,United States,Arkansas,Perryville
2696,,,,
2697,North America,United States,Arkansas,Perryville
2698,,,,
2699,North America,United States,Arkansas,Perryville
2700,,,,
2701,North America,United States,Arkansas,Perryville
2702,,,,
2703,North America,United States,Arkansas,Perryville
2704,,,,
2705,North America,United States,Arkansas,Perryville
2706,,,,
2707,North America,United States,Arkansas,Perryville
2708,,,,
2709,North America,United States,Arkansas,Perryville
2710,,,,
2711,North America,United States,Arkansas,Perryville
2712,,,,
2713,North America,United States,New Mexico,Santa Rosa
2714,,,,
2715,North America,United States,New Mexico,Santa Rosa
2716,,,,
2717,North America,United States,New Mexico,Santa Rosa
2718,,,,
2719,North America,United States,New Mexico,Santa Rosa
2720,,,,
2721,North America,United States,New Mexico,Santa Rosa
2722,,,,
2723,North America,United States,New Mexico,Santa Rosa
2724,,,,
2725,North America,United States,Oklahoma,Chickasha
2726,,,,
2727,North America,United States,Oklahoma,Chickasha
2728,,,,
2729,North America,United States,Arkansas,Perryville
2730,,,,
2731,North America,United States,Arkansas,Perryville
2732,,,,
2733,North America,United States,Arkansas,Perryville
2734,,,,
2735,North America,United States,Arkansas,Perryville
2736,,,,
2737,North America,United States,Arkansas,Perryville
2738,,,,
2739,North America,United States,Arkansas,Perryville
2740,,,,
2741,North America,United States,Arkansas,Perryville
2742,,,,
2743,North America,United States,Oklahoma,Chickasha
2744,,,,
2745,North America,United States,Arkansas,Perryville
2746,,,,
2747,North America,United States,Arkansas,Perryville
2748,,,,
2749,North America,United States,Oklahoma,Chickasha
2750,,,,
2751,North America,United States,Oklahoma,Chickasha
2752,,,,
2753,North America,United States,Oklahoma,Chickasha
2754,,,,
2755,North America,United States,Oklahoma,Chickasha
2756,,,,
2757,North America,United States,Oklahoma,Chickasha
2758,,,,
2759,North America,United States,Oklahoma,Chickasha
2760,,,,
2761,North America,United States,Arkansas,Perryville
2762,,,,
2763,North America,United States,Arkansas,Perryville
2764,,,,
2765,North America,United States,Arkansas,Perryville
2766,,,,
