lat,lon,name,admin1,admin2,cc,Country,Continent
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
22.96139,-102.05556,Los Zacatones,San Luis Potosi,Villa de Ramos,MX,Mexico,North America
,,,,,,,
29.95023,-96.25719,Bellville,Texas,Austin County,US,United States,North America
,,,,,,,
30.01576,-100.20536,Rocksprings,Texas,Edwards County,US,United States,North America
,,,,,,,
30.01576,-100.20536,Rocksprings,Texas,Edwards County,US,United States,North America
,,,,,,,
30.01576,-100.20536,Rocksprings,Texas,Edwards County,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
30.98408,-92.05346,Cottonport,Louisiana,Avoyelles Parish,US,United States,North America
,,,,,,,
31.5299,-94.10603,San Augustine,Texas,San Augustine County,US,United States,North America
,,,,,,,
31.96351,-83.78239,Cordele,Georgia,Crisp County,US,United States,North America
,,,,,,,
31.96351,-83.78239,Cordele,Georgia,Crisp County,US,United States,North America
,,,,,,,
31.96351,-83.78239,Cordele,Georgia,Crisp County,US,United States,North America
,,,,,,,
31.96351,-83.78239,Cordele,Georgia,Crisp County,US,United States,North America
,,,,,,,
32.52515,-93.75018,Shreveport,Louisiana,Caddo Parish,US,United States,North America
,,,,,,,
32.71533,-117.15726,San Diego,California,San Diego County,US,United States,North America
,,,,,,,
32.71533,-117.15726,San Diego,California,San Diego County,US,United States,North America
,,,,,,,
32.72541,-97.32085,Fort Worth,Texas,Tarrant County,US,United States,North America
,,,,,,,
32.72541,-97.32085,Fort Worth,Texas,Tarrant County,US,United States,North America
,,,,,,,
32.84727,-117.2742,La Jolla,California,San Diego County,US,United States,North America
,,,,,,,
32.84727,-117.2742,La Jolla,California,San Diego County,US,United States,North America
,,,,,,,
32.84727,-117.2742,La Jolla,California,San Diego County,US,United States,North America
,,,,,,,
32.84727,-117.2742,La Jolla,California,San Diego County,US,United States,North America
,,,,,,,
32.84727,-117.2742,La Jolla,California,San Diego County,US,United States,North America
,,,,,,,
33.32873,-91.28178,Lake Village,Arkansas,Chicot County,US,United States,North America
,,,,,,,
33.32873,-91.28178,Lake Village,Arkansas,Chicot County,US,United States,North America
,,,,,,,
33.37032,-112.58378,Buckeye,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.37032,-112.58378,Buckeye,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.37032,-112.58378,Buckeye,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.37032,-112.58378,Buckeye,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.37032,-112.58378,Buckeye,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.50921,-111.89903,Scottsdale,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.51623,-90.17953,Greenwood,Mississippi,Leflore County,US,United States,North America
,,,,,,,
33.57733,-96.17831,Bonham,Texas,Fannin County,US,United States,North America
,,,,,,,
33.76696,-118.18923,Long Beach,California,Los Angeles County,US,United States,North America
,,,,,,,
33.76696,-118.18923,Long Beach,California,Los Angeles County,US,United States,North America
,,,,,,,
33.76696,-118.18923,Long Beach,California,Los Angeles County,US,United States,North America
,,,,,,,
33.87529,-117.56644,Corona,California,Riverside County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
34.13488,-79.93979,Timmonsville,South Carolina,Florence County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
33.91587,-112.13599,New River,Arizona,Maricopa County,US,United States,North America
,,,,,,,
34.18973,-118.13118,Altadena,California,Los Angeles County,US,United States,North America
,,,,,,,
34.16834,-118.60592,Woodland Hills,California,Los Angeles County,US,United States,North America
,,,,,,,
34.16834,-118.60592,Woodland Hills,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.39166,-118.54259,Santa Clarita,California,Los Angeles County,US,United States,North America
,,,,,,,
34.39166,-118.54259,Santa Clarita,California,Los Angeles County,US,United States,North America
,,,,,,,
34.39166,-118.54259,Santa Clarita,California,Los Angeles County,US,United States,North America
,,,,,,,
34.39166,-118.54259,Santa Clarita,California,Los Angeles County,US,United States,North America
,,,,,,,
34.39166,-118.54259,Santa Clarita,California,Los Angeles County,US,United States,North America
,,,,,,,
34.39166,-118.54259,Santa Clarita,California,Los Angeles County,US,United States,North America
,,,,,,,
34.39166,-118.54259,Santa Clarita,California,Los Angeles County,US,United States,North America
,,,,,,,
34.42083,-119.69819,Santa Barbara,California,Santa Barbara County,US,United States,North America
,,,,,,,
34.42083,-119.69819,Santa Barbara,California,Santa Barbara County,US,United States,North America
,,,,,,,
34.42083,-119.69819,Santa Barbara,California,Santa Barbara County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.46999,-118.19674,Acton,California,Los Angeles County,US,United States,North America
,,,,,,,
34.50314,-93.12602,Piney,Arkansas,Garland County,US,United States,North America
,,,,,,,
34.62165,-118.41397,Green Valley,California,Los Angeles County,US,United States,North America
,,,,,,,
34.62165,-118.41397,Green Valley,California,Los Angeles County,US,United States,North America
,,,,,,,
34.62165,-118.41397,Green Valley,California,Los Angeles County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
34.58622,-94.23966,Mena,Arkansas,Polk County,US,United States,North America
,,,,,,,
