ObjectID,Term,ThesXrefType,LatitudeNumber,LongitudeNumber
34272,Mesa Verde,Place found,0,0
34272,Southwest,Cultural Area,,
34273,Arizona,Place found,34,-112
34273,Southwest,Cultural Area,,
34274,Mesa Verde,Place found,0,0
34274,Southwest,Cultural Area,,
34275,Arizona,Place found,34,-112
34275,Apache,Place found,35,-109.37
34275,Colorado Plateau,Place found,35.58,-111.58
34275,Southwest,Cultural Area,,
34276,Mesa Verde,Place found,0,0
34276,Southwest,Cultural Area,,
34277,Southwest,Cultural Area,,
34279,Southwest,Cultural Area,,
34280,New Mexico,Place found,35,-105
34280,Southwest,Cultural Area,,
34280,Southwest,Cultural Area,,
34280,Southwestern New Mexico,Place found,,
34281,New Mexico,Place found,35,-105
34281,Southwest,Cultural Area,,
34281,Southwest,Cultural Area,,
34281,Southwestern New Mexico,Place found,,
34282,New Mexico,Place found,35,-105
34282,Southwest,Cultural Area,,
34282,Southwest,Cultural Area,,
34282,Southwestern New Mexico,Place found,,
34283,New Mexico,Place found,35,-105
34283,Southwest,Cultural Area,,
34283,Southwestern New Mexico,Place found,,
34285,Mesa Verde,Place found,0,0
34285,Southwest,Cultural Area,,
34286,Mesa Verde,Place found,0,0
34286,Southwest,Cultural Area,,
34287,Arizona,Place found,34,-112
34287,Southwest,Cultural Area,,
34287,Southwest,Cultural Area,,
34287,Northeastern Arizona,Place found,,
34288,Mesa Verde,Place found,0,0
34288,Southwest,Cultural Area,,
34289,Mesa Verde,Place found,0,0
34289,Southwest,Cultural Area,,
34290,Arizona,Place found,34,-112
34290,Southwest,Cultural Area,,
34290,Northeastern Arizona,Place found,,
34291,Arizona,Place found,34,-112
34291,Southwest,Cultural Area,,
34291,North-central Arizona,Place found,,
34292,Arizona,Place found,34,-112
34292,Southwest,Cultural Area,,
34292,Northeastern Arizona,Place found,,
34293,Arizona,Place found,34,-112
34293,Southwest,Cultural Area,,
34293,Northeastern Arizona,Place found,,
34294,New Mexico,Place found,35,-105
34294,San Ildefonso Pueblo,Place found,35.88,-106.12
34294,Southwest,Cultural Area,,
34295,New Mexico,Place found,35,-105
34295,San Ildefonso Pueblo,Place found,35.88,-106.12
34295,Southwest,Cultural Area,,
34296,New Mexico,Place found,35,-105
34296,Santo Domingo Pueblo,Place found,35.5,-106.35
34296,Southwest,Cultural Area,,
34297,New Mexico,Place found,35,-105
34297,San Ildefonso Pueblo,Place found,35.88,-106.12
34297,Southwest,Cultural Area,,
34298,Arizona,Place found,34,-112
34298,Hano,Place found,35.83,-110.38
34298,First Mesa,Place found,35.98,-110.22
34298,Southwest,Cultural Area,,
34299,New Mexico,Place found,35,-105
34299,San Ildefonso Pueblo,Place found,35.88,-106.12
34299,Southwest,Cultural Area,,
34300,Arizona,Place found,34,-112
34300,Southwest,Cultural Area,,
34300,Southwestern Arizona,Place found,,
34301,New Mexico,Place found,35,-105
34301,San Ildefonso Pueblo,Place found,35.88,-106.12
34301,Southwest,Cultural Area,,
34302,New Mexico,Place found,35,-105
34302,San Juan Pueblo,Place found,36.5,-106.66
34302,Southwest,Cultural Area,,
34303,New Mexico,Place found,35,-105
34303,San Ildefonso Pueblo,Place found,35.88,-106.12
34303,Southwest,Cultural Area,,
34304,New Mexico,Place found,35,-105
34304,Picuris Pueblo,Place found,36.2,-105.7
34304,Southwest,Cultural Area,,
34306,New Mexico,Place found,35,-105
34306,Santa Clara Pueblo,Place found,35.95,-106.83
34306,Southwest,Cultural Area,,
34307,New Mexico,Place found,35,-105
34307,Santa Clara Pueblo,Place found,35.95,-106.83
34307,Southwest,Cultural Area,,
34308,New Mexico,Place found,35,-105
34308,Cochiti Pueblo,Place found,35.6,-106.33
34308,Southwest,Cultural Area,,
34310,Arizona,Place found,34,-112
34310,Southwest,Cultural Area,,
34311,Arizona,Place found,34,-112
34311,Hopi Reservation,Place found,35.78,-110.5
34311,Hano,Place found,35.83,-110.38
34311,Southwest,Cultural Area,,
34312,Arizona,Place found,34,-112
34312,Hopi Indian Reservation,Place found,35.78,-110.5
34312,Southwest,Cultural Area,,
34313,Arizona,Place found,34,-112
34313,Hopi Indian Reservation,Place found,35.78,-110.5
34313,Southwest,Cultural Area,,
34314,Arizona,Place found,34,-112
34314,Hopi Indian Reservation,Place found,35.78,-110.5
34314,Southwest,Cultural Area,,
34317,Arizona,Place found,34,-112
34317,Hopi Indian Reservation,Place found,35.78,-110.5
34317,Southwest,Cultural Area,,
34318,New Mexico,Place found,35,-105
34318,Zuni Pueblo,Place found,35.66,-108.83
34318,Southwest,Cultural Area,,
34319,New Mexico,Place found,35,-105
34319,Zuni Pueblo,Place found,35.66,-108.83
34319,Southwest,Cultural Area,,
34320,Southwest,Cultural Area,,
34321,New Mexico,Place found,35,-105
34321,Zuni Pueblo,Place found,35.66,-108.83
34321,Southwest,Cultural Area,,
34322,New Mexico,Place found,35,-105
34322,Cochiti Pueblo,Place found,35.6,-106.33
34322,Southwest,Cultural Area,,
34323,Arctic,Cultural Area,,
34324,Alaska,Place found,65,-153
34324,Kodiak Island,Place found,57.38,-153.48
34324,Arctic,Cultural Area,,
34325,New Mexico,Place found,35,-105
34325,Cochiti Pueblo,Place found,35.6,-106.33
34325,Southwest,Cultural Area,,
34326,New Mexico,Place found,35,-105
34326,Cochiti Pueblo,Place found,35.6,-106.33
34326,Southwest,Cultural Area,,
34327,Plains,Cultural Area,,
34328,New Mexico,Place found,35,-105
34328,Cochiti Pueblo,Place found,35.6,-106.33
34328,Southwest,Cultural Area,,
34329,New Mexico,Place found,35,-105
34329,San Ildefonso Pueblo,Place found,35.88,-106.12
34329,Southwest,Cultural Area,,
34330,New Mexico,Place found,35,-105
34330,Zia Pueblo,Place found,35.5,-106.72
34330,Southwest,Cultural Area,,
34332,New Mexico,Place found,35,-105
34332,Acoma Pueblo,Place found,34.88,-107.57
34332,Southwest,Cultural Area,,
34333,New Mexico,Place found,35,-105
34333,Acoma Pueblo,Place found,34.88,-107.57
34333,Southwest,Cultural Area,,
34334,New Mexico,Place found,35,-105
34334,San Juan Pueblo,Place found,36.5,-106.66
34334,Southwest,Cultural Area,,
34335,New Mexico,Place found,35,-105
34335,San Juan Pueblo,Place found,36.5,-106.66
34335,Southwest,Cultural Area,,
34336,Arizona,Place found,34,-112
34336,Hopi Reservation,Place found,35.78,-110.5
34336,First Mesa,Place found,35.98,-110.22
34336,Southwest,Cultural Area,,
34338,México,Place found,23,-102
34338,Casas Grandes,Place found,0,0
34338,Southwest,Cultural Area,,
34338,Northern Mexico,Place found,,
34339,Southwest,Cultural Area,,
34340,México,Place found,23,-102
34340,Casas Grandes,Place found,0,0
34340,Southwest,Cultural Area,,
34340,Northern Mexico,Place found,,
34341,México,Place found,23,-102
34341,Casas Grandes,Place found,0,0
34341,Southwest,Cultural Area,,
34341,Northern Mexico,Place found,,
34343,Southwest,Cultural Area,,
34344,Southwest,Cultural Area,,
34346,Southwest,Cultural Area,,
34347,Southwest,Cultural Area,,
34348,Southwest,Cultural Area,,
34349,Southwest,Cultural Area,,
34352,United States of America,Place found,38,-98
34352,California,Place found,37,-119
34352,California,Cultural Area,,
34353,Plains,Cultural Area,,
34354,United States,Place found,38,-98
34354,Oklahoma,Place found,35,-98
34354,Plains,Cultural Area,,
34354,Southern Plains,Place found,,
34355,United States of America,Place found,38,-98
34355,Great Plains,Place found,39.42,-101.28
34355,Plains,Cultural Area,,
34356,United States of America,Place found,38,-98
34356,Oklahoma,Place found,35,-98
34356,Plains,Cultural Area,,
34356,Southern Plains,Place found,,
34357,Plains,Cultural Area,,
34358,Plains,Cultural Area,,
34359,Plains,Cultural Area,,
34360,United States of America,Place found,38,-98
34360,Oklahoma,Place found,35,-98
34360,Plains,Cultural Area,,
34360,Southern Plains,Place found,,
34361,United States of America,Place found,38,-98
34361,Oklahoma,Place found,35,-98
34361,Plains,Cultural Area,,
34361,Southern Plains,Place found,,
34362,Southwest,Cultural Area,,
34365,Southwest,Cultural Area,,
34366,Northeast,Cultural Area,,
34368,Mesa Verde,Place found,0,0
34368,Southwest,Cultural Area,,
34369,New Mexico,Place found,35,-105
34369,Acoma Pueblo,Place found,34.88,-107.57
34369,Southwest,Cultural Area,,
34370,New Mexico,Place found,35,-105
34370,Zuni,Place found,35.66,-108.83
34370,Southwest,Cultural Area,,
34371,New Mexico,Place found,35,-105
34371,San Ildefonso Pueblo,Place found,35.88,-106.12
34371,Southwest,Cultural Area,,
34372,New Mexico,Place found,35,-105
34372,Cochiti Pueblo,Place found,35.6,-106.33
34372,Southwest,Cultural Area,,
34373,New Mexico,Place found,35,-105
34373,Acoma Pueblo,Place found,34.88,-107.57
34373,Southwest,Cultural Area,,
34374,New Mexico,Place found,35,-105
34374,Zuni,Place found,35.66,-108.83
34374,Southwest,Cultural Area,,
34375,New Mexico,Place found,35,-105
34375,Cochiti Pueblo,Place found,35.6,-106.33
34375,Southwest,Cultural Area,,
34376,New Mexico,Place found,35,-105
34376,Santo Domingo Pueblo,Place found,35.5,-106.35
34376,Southwest,Cultural Area,,
34377,New Mexico,Place found,35,-105
34377,Cochiti Pueblo,Place found,35.6,-106.33
34377,Southwest,Cultural Area,,
34378,New Mexico,Place found,35,-105
34378,Acoma Pueblo,Place found,34.88,-107.57
34378,Southwest,Cultural Area,,
34379,New Mexico,Place found,35,-105
34379,Acoma Pueblo,Place found,34.88,-107.57
34379,Southwest,Cultural Area,,
34380,New Mexico,Place found,35,-105
34380,Acoma Pueblo,Place found,34.88,-107.57
34380,Southwest,Cultural Area,,
34381,New Mexico,Place found,35,-105
34381,Southwest,Cultural Area,,
34381,Laguna Pueblo,Place found,,
34382,New Mexico,Place found,35,-105
34382,San Ildefonso Pueblo,Place found,35.88,-106.12
34382,Southwest,Cultural Area,,
34383,Arizona,Place found,34,-112
34383,Hopi Reservation,Place found,35.78,-110.5
34383,Hano,Place found,35.83,-110.38
34383,Southwest,Cultural Area,,
34384,New Mexico,Place found,35,-105
34384,Acoma Pueblo,Place found,34.88,-107.57
34384,Southwest,Cultural Area,,
34385,Northeast,Cultural Area,,
34386,Michigan,Place found,44,-85
34386,Berrien,Place found,41.95,-86.42
34386,Northeast,Cultural Area,,
34387,Northeast,Cultural Area,,
34388,Northeast,Cultural Area,,
34389,Illinois,Place found,40,-89
34389,Calhoun,Place found,39.17,-90.65
34389,Northeast,Cultural Area,,
34390,Illinois,Place found,40,-89
34390,Saint Clair,Place found,38.55,-89.92
34390,Northeast,Cultural Area,,
34391,Illinois,Place found,40,-89
34391,Saint Clair,Place found,38.55,-89.92
34391,Northeast,Cultural Area,,
34392,Illinois,Place found,40,-89
34392,Calhoun,Place found,39.17,-90.65
34392,Northeast,Cultural Area,,
34393,Illinois,Place found,40,-89
34393,Calhoun,Place found,39.17,-90.65
34393,Northeast,Cultural Area,,
34395,Illinois,Place found,40,-89
34395,Macoupin,Place found,39.27,-89.93
34395,Northeast,Cultural Area,,
34396,Ohio,Place found,40,-80.83
34396,Summit,Place found,41.12,-81.53
34396,Northeast,Cultural Area,,
34397,Virginia,Place found,37,-80
34397,Southeast,Cultural Area,,
34398,Tennessee,Place found,35.5,-85
34398,Obion,Place found,36.38,-89.15
34398,Southeast,Cultural Area,,
34399,Tennessee,Place found,35.5,-85
34399,Southeast,Cultural Area,,
34400,Southwest,Cultural Area,,
34401,Southwest,Cultural Area,,
34402,United States of America,Place found,38,-98
34402,Great Plains,Place found,39.42,-101.28
34402,Plains,Cultural Area,,
34404,Plains,Cultural Area,,
34405,Mesa Verde,Place found,0,0
34405,Southwest,Cultural Area,,
34406,Plateau,Cultural Area,,
34407,United States of America,Place found,38,-98
34407,Great Plains,Place found,39.42,-101.28
34407,Plains,Cultural Area,,
34408,Plains,Cultural Area,,
34409,United States of America,Place found,38,-98
34409,Plains,Cultural Area,,
34409,Northern Plains,Place found,,
34410,United States of America,Place found,38,-98
34410,Plains,Cultural Area,,
34410,Northern Plains,Place found,,
34411,Baffin Island,Place found,0,0
34411,United States of America,Place found,38,-98
34411,Alaska,Place found,65,-153
34411,Arctic,Cultural Area,,
34412,United States of America,Place found,38,-98
34412,Great Plains,Place found,39.42,-101.28
34412,Plains,Cultural Area,,
34413,Arkansas,Place found,35,-93
34413,Conway county,Place found,35.25,-92.68
34413,Morrilton,Place found,35.15,-92.73
34413,Southeast,Cultural Area,,
34414,Arkansas,Place found,35,-93
34414,Garland,Place found,34.57,-93.15
34414,Garland county,Place found,34.57,-93.15
34414,Alaska,Place found,65,-153
34414,Southeast,Cultural Area,,
34414,Ouachita River Basin,Place found,,
34415,Arizona,Place found,34,-112
34415,Hopi Reservation,Place found,35.78,-110.5
34415,Hano,Place found,35.83,-110.38
34415,Southwest,Cultural Area,,
34416,Northeast,Cultural Area,,
34418,Arizona,Place found,34,-112
34418,Chinle,Place found,36.15,-109.55
34418,Southwest,Cultural Area,,
34419,United States of America,Place found,38,-98
34419,Alaska,Place found,65,-153
34419,Yukon River,Place found,62.58,-164.8
34419,Arctic,Cultural Area,,
34420,United States of America,Place found,38,-98
34420,Alaska,Place found,65,-153
34420,Arctic,Cultural Area,,
34421,Southwest,Place found,0,0
34421,Southwest,Cultural Area,,
34422,Southwest,Place found,0,0
34422,Southwest,Cultural Area,,
34423,Southwest,Place found,0,0
34423,Southwest,Cultural Area,,
34424,Southwest,Place found,0,0
34424,Southwest,Cultural Area,,
34425,United States of America,Place found,38,-98
34425,Great Plains,Place found,39.42,-101.28
34425,Plains,Cultural Area,,
34426,Plains,Cultural Area,,
34428,United States of America,Place found,38,-98
34428,Plains,Cultural Area,,
34428,Northern Plains,Place found,,
34428,Northern Plateau,Place found,,
34429,Tennessee,Place found,35.5,-85
34429,Southeast,Cultural Area,,
34430,Tennessee,Place found,35.5,-85
34430,Cheatham,Place found,36.27,-87.1
34430,Southeast,Cultural Area,,
34431,Tennessee,Place found,35.5,-85
34431,Southeast,Cultural Area,,
34432,Tennessee,Place found,35.5,-85
34432,Southeast,Cultural Area,,
34433,México,Place found,23,-102
34433,Mesoamerica,Cultural Area,,
34433,Mesoamerica,Cultural Area,,
34434,México,Place found,23,-102
34434,Puebla,Place found,18.83,-98
34434,Cholula,Place found,19.83,-98.33
34434,Cholula,Place found,19.83,-98.33
34434,Yucatán,Place found,20.83,-89
34434,Mesoamerica,Cultural Area,,
34435,México,Place found,23,-102
34435,Campeche,Place found,19.83,-90.5
34435,Yucatán,Place found,20.83,-89
34435,Mesoamerica,Cultural Area,,
34437,México,Place found,23,-102
34437,Mesoamerica,Cultural Area,,
34437,Mesoamerica,Cultural Area,,
34438,México,Place found,23,-102
34438,Mesoamerica,Cultural Area,,
34438,Mesoamerica,Cultural Area,,
34439,México,Place found,23,-102
34439,Maya,Place found,0,0
34439,El Salvador,Place found,8.55,124.53
34439,Mesoamerica,Cultural Area,,
34440,México,Place found,23,-102
34440,Nayarit,Place found,22,-105
34440,Mesoamerica,Place found,10,-80
34440,Meso America,Cultural Area,,
34441,México,Place found,23,-102
34441,Nayarit,Place found,22,-105
34441,Meso America,Cultural Area,,
34442,México,Place found,23,-102
34442,Colima,Place found,19.17,-104
34442,Mesoamerica,Cultural Area,,
34443,México,Place found,23,-102
34443,Nayarit,Place found,22,-105
34443,Jalisco,Place found,21.45,-104.9
34443,Meso America,Cultural Area,,
34444,Costa Rica,Place found,10,-84
34444,Panam?Place found,09 00,-80,
34444,Mesoamerica,Cultural Area,,
34444,Chupicuaro,Place found,,
34444,Chupicuaro,Place found,,
34445,México,Place found,23,-102
34445,Colima,Place found,19.17,-104
34445,Mesoamerica,Cultural Area,,
34446,México,Place found,23,-102
34446,Michoacán,Place found,19.17,-101.83
34446,Mesoamerica,Cultural Area,,
34446,Chupicuaro,Place found,,
34447,México,Place found,23,-102
34447,Nayarit,Place found,22,-105
34447,Mesoamerica,Cultural Area,,
34448,México,Place found,23,-102
34448,Mesoamerica,Cultural Area,,
34448,Mesoamerica,Cultural Area,,
34449,Panama,Place found,9,-80
34449,Mesoamerica,Cultural Area,,
34450,México,Place found,23,-102
34450,Colima,Place found,19.17,-104
34450,Mesoamerica,Cultural Area,,
34451,México,Place found,23,-102
34451,Nayarit,Place found,22,-105
34451,Mesoamerica,Cultural Area,,
34452,Southwest,Cultural Area,,
34455,Panama,Place found,9,-80
34455,Mesoamerica,Cultural Area,,
34456,México,Place found,23,-102
34456,Yucatán,Place Made,20.83,-89
34456,Yucatán,Place found,20.83,-89
34456,Mesoamerica,Cultural Area,,
34456,Mesoamerica,Cultural Area,,
34457,México,Place found,23,-102
34457,Mesoamerica,Cultural Area,,
34457,Mesoamerica,Cultural Area,,
34458,México,Place found,23,-102
34458,Veracruz,Place found,19.33,-96.67
34458,Mesoamerica,Cultural Area,,
34459,México,Place found,23,-102
34459,Mesoamerica,Cultural Area,,
34459,Mesoamerica,Cultural Area,,
34460,México,Place found,23,-102
34460,Vera Cruz,Place found,19.33,-96.67
34460,Mesoamerica,Cultural Area,,
34461,México,Place found,23,-102
34461,Campeche,Place found,19,-90.5
34461,Mesoamerica,Cultural Area,,
34462,México,Place found,23,-102
34462,Mesoamerica,Cultural Area,,
34462,Mesoamerica,Cultural Area,,
34463,New Mexico,Place found,35,-105
34463,San Ildefonso Pueblo,Place found,35.88,-106.12
34463,Southwest,Cultural Area,,
34464,New Mexico,Place found,35,-105
