ObjGeographyID,ObjectID,GeoCode,PrimaryDisplay,Continent,SubContinent,Country,Region,State,City,County,SubRegion,River,Locus,Locale,Excavation,Latitude,Longitude,GeoNames,SysTimeStamp
40491,55831,Place made,1,North America,,United States,,Maine,,,,,,Popple Beach,,45.50032,-69.24977,http://www.geonames.org/4971068/maine.html,AAAAADpPbFg=
41587,55839,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbGA=
3110,55856,Place made,1,North America,Mesoamerica,Mexico,Central Valley of Oaxaca,Oaxaca,,,,,,,,17,-96.5,http://www.geonames.org/3522509/estado-de-oaxaca.html,AAAAADpPbGU=
43093,55873,Place made,1,North America,,United States,,New Jersey,Princeton,,,,,,,40.34872,-74.65905,http://www.geonames.org/5102922/princeton.html,AAAAADpPbGc=
42553,55875,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbGk=
40788,55877,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbGs=
42552,55890,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbHE=
45671,55908,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbH0=
41112,55921,Place made,1,Asia,,India,,,,,,,,,,22,79,http://www.geonames.org/1269750/republic-of-india.html,AAAAADpPbII=
39851,55925,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbIY=
40117,55926,Place made,1,North America,,United States,,Arkansas,Heber Springs,,,,,,,35.49147,-92.03126,http://www.geonames.org/4114225/heber-springs.html,AAAAADpPbIc=
40119,55927,Place made,1,North America,,United States,,Arkansas,Heber Springs,,,,,,,35.49147,-92.03126,http://www.geonames.org/4114225/heber-springs.html,AAAAADpPbIg=
40120,55928,Place made,1,North America,,United States,,Arkansas,Heber Springs,,,,,,,35.49147,-92.03126,http://www.geonames.org/4114225/heber-springs.html,AAAAADpPbIk=
40427,55937,Place made,1,North America,,United States,,New Jersey,,,,,,,,40.16706,-74.49987,http://www.geonames.org/5101760/new-jersey.html,AAAAADpPbJA=
41019,55939,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbJI=
40402,55945,Place made,1,North America,,United States,,Massachusetts,Boston,,,,,Published by Doll & Richards,,42.35843,-71.05977,http://www.geonames.org/4930956/boston.html,AAAAADpPbJU=
40140,55952,Place made,1,Africa,,Federal Democratic Republic of Ethiopia,,,,,,,,,,9,39.5,http://www.geonames.org/337996/federal-democratic-republic-of-ethiopia.html,AAAAADpPbJs=
41395,55964,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbJw=
41396,56071,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbJ0=
41397,56072,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbJ4=
41399,56073,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbJ8=
41400,56074,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKA=
41401,56075,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKE=
41402,56076,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKI=
41403,56077,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKM=
41404,56078,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKQ=
41405,56079,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKU=
41406,56080,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,www.geonames.org/5125771/manhattan.html,AAAAADpPbKY=
