ObjGeographyID,ObjectID,GeoCode,PrimaryDisplay,Continent,SubContinent,Country,Region,State,City,County,SubRegion,River,Locus,Locale,Excavation,Latitude,Longitude,GeoNames,SysTimeStamp,lat,lon,name,admin1,admin2,cc
,,,,,,,,,,,,,,,,,,,,,,,,,
38575,56400,Place made,1,North America,,United States,,New York,"Harlem, New York",,,,,,,40.80788,-73.94542,http://www.geonames.org/5120034/harlem.html,AAAAADpPbbE=,40.78343,-73.96625,Manhattan,New York,New York County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38576,56401,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbbI=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38577,56402,Place made,1,North America,,United States,,New York,"Manhattan, New York",,,,,,,40.78343,-73.96625,http://www.geonames.org/5125771/manhattan.html,AAAAADpPbbM=,40.78343,-73.96625,Manhattan,New York,New York County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38578,56403,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbbQ=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38579,56404,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbbU=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38580,56405,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbbY=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38581,56406,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbbc=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38582,56407,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbbg=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38583,56408,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbbk=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38584,56409,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbbo=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38585,56410,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbbs=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38586,56411,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbbw=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38587,56412,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbb0=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38588,56413,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbb4=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38589,56414,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbb8=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38590,56415,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbcA=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38591,56416,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbcE=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38592,56417,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbcI=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38593,56418,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbcM=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38594,56419,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbcQ=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38595,56420,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbcU=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38596,56421,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbcY=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38597,56422,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbcc=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38598,56423,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbcg=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38599,56424,Place made,1,North America,,United States,,California,San Francisco,,,,,,,37.77493,-122.41942,http://www.geonames.org/5391959/san-francisco.html,AAAAADpPbck=,37.77493,-122.41942,San Francisco,California,San Francisco County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38600,56425,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbco=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38601,56426,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbcs=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38602,56427,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbcw=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38603,56428,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbc0=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38604,56429,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbc4=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38605,56430,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbc8=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38606,56431,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbdA=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38607,56432,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbdE=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38608,56433,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbdI=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38609,56434,Place made,1,North America,,United States,,California,,,,,,,,37.25022,-119.75126,http://www.geonames.org/5332921/california.html,AAAAADpPbdM=,37.26217,-119.70098,Coarsegold,California,Madera County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38610,56435,Place made,1,North America,,United States,,California,,,,,,,,37.25022,-119.75126,http://www.geonames.org/5332921/california.html,AAAAADpPbdQ=,37.26217,-119.70098,Coarsegold,California,Madera County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38611,56436,Place made,1,North America,,United States,,California,Hollywood,,,,,,,37.25022,-119.75126,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbdU=,37.26217,-119.70098,Coarsegold,California,Madera County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38612,56437,Place made,1,North America,,United States,,California,Hollywood,,,,,,,37.25022,-119.75126,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbdY=,37.26217,-119.70098,Coarsegold,California,Madera County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38613,56438,Place made,1,North America,,United States,,California,Hollywood,,,,,,,37.25022,-119.75126,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbdc=,37.26217,-119.70098,Coarsegold,California,Madera County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38614,56439,Place made,1,North America,,United States,,New Jersey,Mendham,,,,,,,40.77593,-74.60071,http://www.geonames.org/5101073/mendham.html,AAAAADpPbdg=,40.77593,-74.60071,Mendham,New Jersey,Morris County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38621,56440,Place made,1,North America,,United States,,California,Hollywood,,,,,,,37.25022,-119.75126,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbdk=,37.26217,-119.70098,Coarsegold,California,Madera County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38791,56441,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbdo=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38793,56442,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbds=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38792,56443,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbdw=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38794,56444,Place made,1,North America,,United States,,California,San Francisco,,,,,,,37.77493,-122.41942,http://www.geonames.org/5391959/san-francisco.html,AAAAADpPbd0=,37.77493,-122.41942,San Francisco,California,San Francisco County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38795,56445,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbd4=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38796,56446,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbd8=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38797,56447,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbeA=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38798,56448,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,118.32674,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbeE=,34.37583,118.345,Xin'an,Jiangsu Sheng,,CN
,,,,,,,,,,,,,,,,,,,,,,,,,
38799,56449,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbeI=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38800,56450,Place made,1,North America,,United States,,California,,,,,,,,37.25022,-119.75126,http://www.geonames.org/5332921/california.html,AAAAADpPbeM=,37.26217,-119.70098,Coarsegold,California,Madera County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38801,56451,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbeQ=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38802,56452,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbeU=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38811,56453,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbeY=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38803,56454,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbec=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38804,56455,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbeg=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38805,56456,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbek=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38806,56457,Place made,1,North America,,United States,,California,San Pedro,,,,,now Los Angeles,,34.05223,-118.24368,http://www.geonames.org/5368361/los-angeles.html,AAAAADpPbeo=,34.05223,-118.24368,Los Angeles,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38807,56458,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,www.geonames.org/5128581/new-york-city.html,AAAAADpPbes=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38808,56459,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,www.geonames.org/5128581/new-york-city.html,AAAAADpPbew=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38809,56460,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbe0=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38810,56461,Place made,1,North America,,United States,,California,Beverly Hills,,,,,,,34.07362,-118.40036,http://www.geonames.org/5328041/beverly-hills.html,AAAAADpPbe4=,34.07362,-118.40036,Beverly Hills,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38812,56462,Place made,1,North America,,United States,,California,Beverly Hills,,,,,,,34.07362,-118.40036,http://www.geonames.org/5328041/beverly-hills.html,AAAAADpPbe8=,34.07362,-118.40036,Beverly Hills,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38813,56463,Place made,1,North America,,United States,,California,San Francisco,,,,,,,37.77493,-122.41942,http://www.geonames.org/5391959/san-francisco.html,AAAAADpPbfA=,37.77493,-122.41942,San Francisco,California,San Francisco County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38814,56464,Place made,1,North America,,United States,,California,San Francisco,,,,,,,37.77493,-122.41942,http://www.geonames.org/5391959/san-francisco.html,AAAAADpPbfE=,37.77493,-122.41942,San Francisco,California,San Francisco County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38815,56465,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbfI=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38816,56466,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbfM=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38817,56467,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbfQ=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38818,56468,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbfU=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38819,56469,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbfY=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38820,56470,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,www.geonames.org/5357527/hollywood.html,AAAAADpPbfc=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38821,56471,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,www.geonames.org/5357527/hollywood.html,AAAAADpPbfg=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38822,56472,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,www.geonames.org/5357527/hollywood.html,AAAAADpPbfk=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38823,56473,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,www.geonames.org/5357527/hollywood.html,AAAAADpPbfo=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38824,56474,Place made,1,North America,,United States,,California,Los Angeles,,,,,,,34.05223,-118.24368,http://www.geonames.org/5368361/los-angeles.html,AAAAADpPbfs=,34.05223,-118.24368,Los Angeles,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38825,56475,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbfw=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38826,56476,Place made,1,North America,,United States,,California,Los Angeles,,,,,,,34.05223,-118.24368,http://www.geonames.org/5368361/los-angeles.html,AAAAADpPbf0=,34.05223,-118.24368,Los Angeles,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38827,56477,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbf4=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38828,56478,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbf8=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38829,56479,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbgE=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38830,56480,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbgI=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38831,56481,Place made,1,North America,,United States,,California,San Pedro,,,,,now Los Angeles,,34.05223,-118.24368,http://www.geonames.org/5368361/los-angeles.html,AAAAADpPbgM=,34.05223,-118.24368,Los Angeles,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38832,56482,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbgQ=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38833,56483,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbgU=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38834,56484,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbgY=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38835,56485,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbgc=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38836,56486,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbgg=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38837,56487,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,http://www.geonames.org/5357527/hollywood.html,AAAAADpPbgk=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38838,56488,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbgo=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38839,56489,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbgs=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38840,56490,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbgw=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38841,56491,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbg0=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38842,56492,Place made,1,North America,,United States,,,,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbg4=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38843,56493,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,www.geonames.org/6252001/united-states.html,AAAAADpPbg8=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38844,56494,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbhA=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38845,56495,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbhE=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38846,56496,Place made,1,North America,,United States,,New York,New York,,,,,,,40.71427,-74.00597,http://www.geonames.org/5128581/new-york-city.html,AAAAADpPbhI=,40.71427,-74.00597,New York City,New York,,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38847,56497,Place made,1,North America,,United States,,Florida,,,,,,,,28.75054,-82.5001,http://www.geonames.org/4155751/florida.html,AAAAADpPbhM=,28.73221,-82.50621,Sugarmill Woods,Florida,Citrus County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38848,56498,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbhQ=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38850,56500,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbhY=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38851,56501,Place made,1,North America,,United States,,California,Hollywood,,,,,,,34.09834,-118.32674,http://www.geonames.org/6252001/united-states.html,AAAAADpPbhc=,34.09834,-118.32674,Hollywood,California,Los Angeles County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38854,56502,Place made,1,North America,,United States,,Florida,,,,,,,,28.75054,-82.5001,http://www.geonames.org/4155751/florida.html,AAAAADpPbhg=,28.73221,-82.50621,Sugarmill Woods,Florida,Citrus County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38855,56503,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbhk=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38857,56504,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbho=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38856,56505,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbhs=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38858,56506,Place made,1,North America,,United States,,New York,,,,,,,,43.00035,-75.4999,http://www.geonames.org/5128638/new-york.html,AAAAADpPbhw=,43.07951,-75.53934,Vernon,New York,Oneida County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38859,56507,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbh0=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38860,56508,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbh4=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
38861,56509,Place made,1,North America,,United States,,,,,,,,,,39.76,-98.5,http://www.geonames.org/6252001/united-states.html,AAAAADpPbh8=,39.77918,-98.78507,Smith Center,Kansas,Smith County,US
,,,,,,,,,,,,,,,,,,,,,,,,,
